server_id,snapshot_index,cpu_usage,memory_usage,disk_usage,disk_read_mbps,disk_write_mbps,network_in_mbps,network_out_mbps,temperature_c,fan_speed_rpm,power_watts,error_count,uptime_hours,failure
84,6,65.55,38.74,42.6,84.74,118.36,233.27,181.24,54.63,2387.0,275.6,2,2767.3,0
84,7,34.7,47.13,65.12,143.22,116.71,231.81,155.53,67.2,3106.0,259.45,6,3873.9,1
84,8,47.96,64.79,71.14,78.28,91.35,165.29,154.53,60.24,2965.0,252.38,1,3194.0,1
84,9,81.86,74.39,62.63,114.22,115.6,189.94,110.26,64.39,2418.0,291.1,4,3285.7,0
84,10,29.46,46.01,33.25,151.66,50.72,170.5,153.64,54.61,2511.0,289.85,0,3556.9,0
84,11,58.18,68.99,99.11,80.18,86.45,109.24,194.16,45.5,2851.0,292.07,2,4134.1,0
84,12,53.41,35.39,74.7,111.96,127.93,148.08,175.89,53.72,2842.0,256.27,2,2895.2,0
84,13,37.84,20.48,74.49,125.27,55.83,286.15,121.57,58.19,2764.0,242.55,2,4610.1,1
84,14,60.65,45.29,64.3,107.18,101.97,146.12,71.51,62.15,2755.0,279.46,1,4765.6,0
84,15,78.62,62.06,49.1,121.09,131.42,193.61,192.13,62.6,2053.0,282.27,6,3484.5,0
84,16,40.92,60.42,45.55,153.08,117.71,246.13,184.73,51.69,2538.0,252.85,2,2894.2,0
84,17,47.88,37.36,54.2,125.06,67.01,136.29,158.86,47.5,3152.0,254.7,0,3896.3,0
84,18,42.46,39.72,71.18,162.35,135.38,235.19,116.23,49.19,3164.0,299.4,6,3061.5,0
84,19,63.28,21.91,66.37,93.86,128.89,202.37,208.62,48.05,2237.0,261.86,4,3894.0,0
84,20,68.13,35.6,49.71,119.02,124.07,175.92,189.37,54.87,2730.0,292.36,3,2963.2,0
84,21,53.73,53.96,44.99,94.36,79.31,153.18,142.17,60.18,3149.0,263.28,2,4065.1,0
84,22,46.67,86.59,40.48,133.86,125.72,173.38,182.78,44.82,2744.0,292.95,4,2857.6,0
84,23,57.79,50.06,71.43,110.42,89.46,184.58,120.63,43.92,2468.0,247.92,4,3539.1,0
84,24,56.0,42.25,57.62,90.28,50.9,230.09,129.57,64.7,2501.0,243.02,4,3111.9,0
84,25,37.55,41.87,29.7,139.02,98.59,132.36,72.07,49.78,2923.0,291.94,3,4195.0,0
84,26,49.26,62.18,82.73,97.65,90.09,152.76,167.74,49.75,3152.0,288.35,6,3511.2,0
84,27,58.9,43.98,52.33,94.68,80.58,185.78,215.89,42.48,2952.0,261.4,4,3945.5,0
84,28,71.08,41.91,70.76,124.97,89.91,249.87,138.68,56.43,2811.0,247.1,3,3077.2,0
84,29,56.76,51.56,61.63,75.67,78.08,176.21,167.97,63.91,2995.0,259.52,3,2423.2,0
84,30,63.59,43.67,60.21,81.02,137.25,90.36,176.98,55.32,2405.0,266.46,4,4538.4,0
84,31,67.35,59.79,60.35,135.52,191.97,136.66,158.88,48.09,2835.0,276.22,4,2761.5,0
84,32,68.43,42.44,69.07,94.68,88.39,198.18,123.4,49.97,2968.0,258.38,4,3569.8,1
84,33,68.22,45.15,48.56,170.18,78.36,147.0,195.91,57.65,3008.0,273.81,4,3750.5,0
84,34,70.06,51.34,59.92,110.97,81.1,196.09,172.29,59.41,2634.0,283.36,3,2459.5,0
84,35,64.18,64.62,66.36,74.55,111.3,255.27,186.81,56.27,2440.0,272.29,5,3431.8,0
84,36,39.07,64.51,79.12,86.58,70.38,217.32,136.27,48.07,2563.0,299.91,5,2308.0,0
84,37,58.5,57.91,59.39,68.71,76.3,194.64,187.57,54.87,2482.0,274.67,2,3439.6,0
84,38,47.91,49.57,38.75,82.71,102.25,161.05,130.64,63.11,2795.0,287.13,1,3410.8,0
84,39,83.06,53.84,77.98,173.02,129.23,186.76,208.33,57.48,2676.0,290.26,3,2448.6,0
85,0,58.45,75.21,83.58,131.33,85.6,168.5,206.63,69.61,3097.0,288.49,4,5720.3,1
85,1,69.36,48.82,62.49,73.2,60.26,200.77,178.4,70.4,2625.0,281.82,5,2822.6,1
85,2,63.54,59.69,49.3,142.74,65.03,77.82,192.4,64.26,2259.0,278.61,10,3015.2,0
85,3,60.64,66.11,46.27,99.17,110.4,121.28,156.91,61.82,3045.0,298.25,4,4626.2,0
85,4,52.66,21.94,80.27,67.27,62.73,219.82,70.1,67.52,2368.0,275.8,8,3630.1,1
85,5,57.03,86.1,67.1,110.56,69.99,175.51,149.81,61.23,3114.0,270.21,5,5003.4,0
85,6,48.7,23.7,66.63,79.67,71.08,136.2,138.22,56.23,2582.0,265.3,3,3241.6,0
85,7,76.42,87.06,82.96,47.9,66.68,204.35,128.42,55.18,2205.0,271.52,6,3975.2,0
85,8,73.09,67.59,52.76,120.88,101.0,218.24,198.32,71.86,2902.0,263.08,5,3245.5,0
85,9,50.59,48.63,67.87,101.34,72.54,188.27,136.7,59.36,3146.0,267.32,5,3569.6,0
85,10,66.56,38.01,84.95,86.17,58.01,216.99,211.82,57.5,2366.0,287.64,6,4182.4,0
85,11,50.85,48.2,52.2,127.23,106.26,197.09,168.55,63.16,2121.0,284.3,7,1821.3,0
85,12,65.47,61.94,50.35,86.03,96.17,177.05,130.48,67.2,2362.0,219.11,2,3326.2,0
85,13,52.53,72.0,43.92,100.15,67.54,216.26,126.61,59.83,2641.0,282.73,6,4848.4,0
85,14,67.07,53.88,75.51,39.06,121.84,211.83,151.3,64.64,2801.0,258.64,4,3420.1,0
85,15,51.38,62.77,50.61,121.1,55.32,187.5,205.6,59.73,2318.0,297.74,6,3530.9,0
85,16,65.21,76.9,48.55,91.81,93.95,127.24,121.93,58.72,3204.0,261.79,3,1923.5,0
85,17,66.25,78.34,85.32,117.57,101.09,124.0,130.66,51.64,2924.0,286.38,5,2444.6,0
85,18,64.92,50.51,74.7,139.33,80.71,145.97,130.22,51.06,2565.0,290.67,7,4085.9,0
85,19,64.79,67.8,57.71,88.54,67.76,182.7,112.32,55.45,2767.0,271.81,2,3371.1,0
85,20,71.64,52.96,69.53,132.09,80.06,99.57,228.56,46.19,2515.0,304.79,8,2547.8,0
85,21,70.51,55.32,74.06,146.4,58.1,133.69,173.29,51.69,2149.0,246.82,2,533.6,0
85,22,65.32,53.49,82.17,124.6,63.36,140.82,193.67,63.56,2534.0,243.71,5,2845.5,0
85,23,60.6,63.7,58.72,117.51,54.33,149.82,185.77,57.03,3130.0,284.44,5,3471.0,0
85,24,62.34,67.63,64.74,120.55,40.67,192.53,159.24,57.88,1897.0,245.54,5,1589.8,0
85,25,82.15,55.31,53.06,101.49,79.74,106.45,168.47,58.81,2563.0,318.69,5,2629.1,0
85,26,50.18,35.31,69.57,89.21,97.49,149.03,121.37,69.42,2364.0,262.22,3,3968.9,0
85,27,50.61,57.67,69.95,149.13,122.34,167.27,137.04,54.78,2807.0,300.54,8,3012.7,0
85,28,50.78,66.83,44.15,85.91,104.29,121.46,116.8,49.3,2345.0,268.5,9,3255.0,0
85,29,54.86,69.88,93.03,144.16,86.26,195.12,171.5,56.15,2326.0,283.92,3,4243.4,0
85,30,47.51,37.09,63.79,124.24,96.01,180.48,183.96,61.03,2794.0,297.71,5,3479.1,0
85,31,57.1,69.29,45.24,100.79,90.15,197.89,89.93,63.05,2488.0,265.94,9,2655.3,0
85,32,28.8,30.59,73.97,138.31,63.55,150.63,95.01,52.71,3012.0,285.18,3,2742.3,0
85,33,71.41,69.07,59.74,88.06,39.98,126.65,172.68,56.29,2687.0,274.22,5,3246.5,0
85,34,72.37,48.32,62.1,105.95,90.83,186.59,152.78,69.37,2636.0,273.98,8,2788.3,0
85,35,72.95,55.98,37.38,129.43,71.01,187.51,190.15,57.1,2997.0,271.42,5,3017.6,1
85,36,75.55,48.51,59.29,100.2,89.9,201.46,185.55,66.69,3214.0,276.35,6,3561.4,0
85,37,64.21,96.86,62.46,174.22,62.14,157.4,144.52,60.56,2567.0,294.31,9,3630.4,0
85,38,52.19,62.89,77.43,133.06,92.31,244.18,160.12,53.62,2547.0,303.28,4,3487.3,0
85,39,53.48,65.69,70.1,142.02,87.84,154.85,199.76,55.24,2368.0,278.16,6,1795.4,0
86,0,25.7,52.29,49.92,84.94,111.69,191.03,140.48,53.46,2798.0,271.36,8,3227.3,0
86,1,71.69,48.12,64.51,46.71,63.45,222.09,126.57,62.41,2381.0,272.14,5,3003.0,0
86,2,52.03,44.82,54.86,104.35,96.69,235.02,168.96,58.55,2434.0,270.56,6,5137.0,0
86,3,47.21,46.9,78.12,166.52,125.4,158.46,88.03,55.87,2452.0,243.82,3,3879.8,0
86,4,77.87,48.11,54.06,94.86,97.54,204.56,145.93,56.72,3028.0,251.13,4,2794.1,0
86,5,47.36,46.9,39.85,105.66,79.35,96.25,131.88,58.75,2887.0,252.2,4,3017.4,0
86,6,58.09,38.53,80.99,155.61,99.38,150.71,159.59,60.94,2947.0,274.63,5,3619.2,0
86,7,56.51,43.73,73.09,147.41,131.15,191.7,169.41,51.59,3008.0,232.5,6,3260.9,0
86,8,41.97,63.18,59.06,147.93,104.28,214.31,232.33,64.17,2563.0,228.35,3,3310.0,0
86,9,63.72,49.9,86.63,103.56,88.9,141.81,140.73,53.1,3024.0,269.81,3,2999.1,0
86,10,84.56,27.72,79.99,114.52,66.68,157.13,201.83,59.94,2495.0,259.66,3,2278.9,0
86,11,51.0,81.6,66.21,105.36,87.0,196.84,185.02,60.77,2279.0,278.12,3,1659.4,0
86,12,51.89,60.14,76.51,107.51,92.34,211.38,143.14,45.24,2053.0,291.72,5,2254.0,0
86,13,59.48,84.47,42.15,98.6,65.46,130.42,180.67,59.25,2968.0,271.69,9,3039.9,0
86,14,61.85,62.27,61.17,98.8,78.38,145.61,158.53,53.77,2616.0,260.65,6,4147.8,0
86,15,62.69,55.54,80.22,90.36,91.8,139.22,192.99,54.99,2816.0,284.95,4,3235.3,0
86,16,66.61,57.35,47.2,167.19,71.68,176.65,225.4,67.17,2711.0,305.14,6,3830.9,0
86,17,65.95,35.83,58.52,86.04,93.26,147.7,67.45,59.33,2425.0,297.21,13,4442.9,0
86,18,83.84,71.87,39.67,70.53,107.23,129.46,196.84,66.22,2626.0,273.56,7,1455.4,0
86,19,67.84,76.3,61.44,124.93,101.55,139.45,129.42,54.76,2748.0,285.74,1,2355.9,0
86,20,40.37,57.11,56.5,141.62,122.61,186.74,129.68,73.44,2307.0,258.54,5,3986.9,0
86,21,84.48,37.1,39.74,142.3,8.39,120.73,154.63,55.42,2573.0,263.81,9,4333.1,0
86,22,81.68,83.53,75.22,57.02,63.7,312.44,129.95,62.13,2361.0,268.55,7,4238.1,0
86,23,53.8,70.58,61.59,127.23,99.36,218.66,113.68,55.82,1937.0,341.41,5,3068.8,0
86,24,59.14,81.48,61.39,134.96,76.38,182.9,173.17,66.99,2556.0,331.51,7,2201.1,0
86,25,72.08,69.44,77.34,103.65,74.28,189.9,158.95,63.02,2461.0,278.23,8,4467.3,0
86,26,67.33,76.68,39.46,111.85,86.65,105.23,127.07,66.46,2587.0,308.72,7,3387.1,0
86,27,63.47,89.09,52.67,25.26,47.16,143.57,149.92,59.47,2503.0,303.07,3,2803.6,0
86,28,74.96,59.14,76.35,117.36,63.59,102.15,140.47,60.58,2265.0,241.27,7,2779.8,0
86,29,82.27,73.01,60.31,36.3,73.21,182.83,155.22,60.36,2495.0,304.45,2,4131.2,0
86,30,71.02,87.2,56.46,68.05,43.41,154.95,114.24,63.78,2432.0,264.25,6,2685.5,0
86,31,66.28,64.14,69.53,102.95,78.07,227.01,108.64,66.75,2646.0,267.5,13,3609.1,0
86,32,84.03,51.17,87.03,80.49,91.94,101.35,158.59,65.56,2414.0,257.58,6,2962.6,0
86,33,62.46,64.95,50.72,73.46,73.57,213.19,142.51,79.12,2999.0,294.89,2,3263.6,0
86,34,64.24,53.03,94.35,105.68,66.55,144.4,107.31,66.61,2464.0,248.54,6,2600.5,0
86,35,49.66,68.82,74.25,103.49,142.15,113.37,131.77,69.06,2274.0,253.3,13,1340.9,1
86,36,60.68,76.01,52.08,118.21,85.54,203.16,119.71,69.96,2087.0,308.7,5,3825.8,0
86,37,60.73,65.25,49.6,126.29,81.44,169.94,134.66,62.05,2775.0,335.84,5,3855.5,1
86,38,73.19,33.49,74.22,77.75,77.32,232.75,123.61,63.15,2189.0,339.37,5,2320.5,1
86,39,65.52,29.3,78.3,88.99,54.97,88.58,200.64,65.01,2705.0,294.33,5,2176.9,0
87,0,59.45,63.75,41.76,104.08,99.08,163.67,178.85,64.49,2389.0,304.43,3,2614.2,0
87,1,72.01,49.01,71.44,116.48,79.76,142.24,221.5,62.78,2511.0,264.07,2,2515.5,0
87,2,54.43,83.84,70.67,69.94,105.71,224.15,143.81,55.28,1935.0,302.3,6,4081.1,0
87,3,50.57,32.88,77.23,69.25,145.26,129.92,197.46,68.01,2189.0,271.71,7,3183.3,0
87,4,66.96,49.92,55.11,131.63,89.08,175.2,79.67,64.29,2444.0,286.68,5,2624.9,0
87,5,73.58,46.16,76.98,86.09,97.57,136.29,151.75,61.23,2571.0,289.15,9,2344.9,0
87,6,44.54,46.12,86.29,66.06,77.78,261.64,166.01,57.91,1978.0,285.28,8,1985.8,0
87,7,63.26,67.91,61.02,99.82,58.76,234.92,227.45,74.06,2039.0,288.95,3,4368.4,0
87,8,64.85,71.42,57.39,139.33,35.26,171.47,87.96,56.75,2415.0,271.67,5,4103.8,0
87,9,82.39,47.61,62.42,98.57,26.38,155.05,194.79,65.38,2407.0,287.45,8,2992.6,0
87,10,67.05,76.16,90.5,107.52,62.41,201.0,126.14,57.23,2464.0,306.76,8,2874.4,0
87,11,59.31,60.39,76.98,142.6,94.37,176.34,74.48,76.52,2334.0,270.5,11,2192.4,1
87,12,39.74,76.99,91.3,122.34,58.91,136.41,183.64,59.09,2283.0,264.98,9,2743.9,0
87,13,76.16,53.32,39.98,109.5,61.99,177.27,188.11,64.56,2802.0,258.88,5,2512.3,0
87,14,84.15,47.92,69.01,79.46,54.76,129.98,219.25,62.71,2473.0,271.55,4,3212.0,0
87,15,63.52,54.61,70.25,119.96,108.76,178.87,162.42,68.79,1704.0,287.44,7,2012.0,1
87,16,74.51,50.44,68.28,82.9,82.85,139.22,92.01,59.61,2933.0,256.39,5,2774.2,0
87,17,81.68,56.36,65.09,60.83,77.12,122.03,196.06,60.73,2156.0,311.01,7,3043.1,0
87,18,77.43,80.25,52.41,128.3,103.14,181.44,127.05,69.29,2304.0,300.06,5,3749.3,1
87,19,58.26,44.27,88.0,59.42,8.51,181.21,97.97,63.01,2099.0,275.71,10,4183.3,0
87,20,50.46,69.43,88.52,73.25,112.02,178.82,159.76,71.06,2558.0,295.55,7,2154.9,1
87,21,41.93,70.55,100.0,77.16,98.26,164.45,162.41,63.68,2726.0,264.0,6,1803.3,0
87,22,82.09,68.34,69.54,112.26,24.54,147.57,148.11,54.05,2534.0,251.56,5,3033.5,0
87,23,89.52,66.45,76.63,102.51,55.76,230.24,200.59,67.07,2525.0,304.0,7,3803.7,1
87,24,70.92,75.04,78.3,130.63,100.59,144.01,151.51,61.67,2523.0,252.03,9,2114.4,0
87,25,67.47,66.1,49.34,109.2,62.07,225.68,168.71,65.66,2072.0,287.86,8,2209.0,1
87,26,69.68,63.54,79.03,105.72,79.46,123.09,132.34,67.26,2714.0,319.03,5,3043.7,1
87,27,73.59,60.84,100.0,74.35,69.6,206.82,180.79,71.54,2374.0,267.71,5,2149.4,0
87,28,50.84,75.9,88.28,127.03,87.06,173.47,132.48,68.22,2420.0,253.67,8,3150.4,1
87,29,52.89,74.37,81.47,58.85,44.54,164.67,154.36,71.35,2646.0,289.88,6,3020.3,0
87,30,78.73,57.55,41.0,78.84,54.17,56.81,125.64,70.64,2566.0,300.13,8,3538.2,1
87,31,51.18,53.03,84.12,122.87,71.13,225.25,141.79,63.08,2013.0,290.79,8,1803.9,0
87,32,82.33,35.11,83.29,22.97,39.64,160.63,211.27,65.59,2571.0,274.52,8,3280.1,0
87,33,44.13,83.48,73.31,52.93,94.29,244.42,195.35,79.05,2057.0,298.13,7,2897.2,1
87,34,71.42,77.27,86.05,87.19,44.46,114.12,188.89,65.15,2112.0,278.72,9,4776.4,0
87,35,100.0,88.25,89.96,72.01,50.65,167.98,139.32,63.76,2375.0,290.0,8,2822.6,0
87,36,64.17,75.0,72.62,119.14,48.2,155.51,122.14,67.55,2489.0,270.74,7,1432.0,0
87,37,85.35,86.99,87.76,70.33,110.31,177.34,203.33,73.89,2497.0,289.9,9,2507.1,1
87,38,63.85,72.61,83.7,104.22,78.89,158.19,165.18,63.99,2339.0,302.14,5,2887.3,1
87,39,48.69,84.39,68.1,108.48,98.59,169.73,148.59,65.46,2899.0,302.51,6,3168.7,0
88,0,37.62,39.97,67.14,144.0,117.12,189.17,162.77,65.45,2980.0,283.68,6,3950.3,0
88,1,37.58,52.35,60.0,72.4,62.91,152.93,180.85,68.19,2747.0,263.13,7,3484.5,0
88,2,45.09,66.28,73.71,94.35,49.31,171.32,118.19,56.55,2928.0,283.21,5,4042.9,0
88,3,65.78,30.86,70.54,122.41,53.53,174.32,161.45,78.1,3354.0,287.98,7,3565.4,0
88,4,58.89,54.64,71.58,150.27,91.84,169.83,172.41,69.34,2471.0,272.65,5,3163.2,1
88,5,72.76,53.42,58.06,78.66,53.47,238.23,126.0,71.16,2607.0,280.02,6,2919.4,1
88,6,44.59,79.72,67.49,82.35,90.7,145.77,159.35,61.38,2954.0,287.32,3,2255.9,0
88,7,57.23,54.23,65.38,79.57,37.13,128.6,130.58,57.89,2345.0,251.97,4,2654.8,0
88,8,71.96,60.07,62.22,139.01,64.07,156.13,220.38,58.69,2435.0,268.63,6,3750.2,1
88,9,65.91,59.53,50.33,85.26,81.62,160.96,231.85,62.38,2515.0,274.68,3,4433.4,0
88,10,66.49,49.05,67.56,59.4,59.99,137.76,150.18,53.99,1901.0,254.61,8,3504.0,0
88,11,54.29,57.63,68.95,70.7,95.24,235.13,79.42,63.39,2545.0,276.14,4,3490.0,0
88,12,61.89,55.03,67.68,48.91,53.37,220.73,211.65,50.69,2401.0,267.19,2,2115.3,0
88,13,57.47,48.1,72.73,91.11,78.69,226.61,158.67,72.78,1872.0,282.03,5,3722.4,0
88,14,81.59,39.85,61.83,156.21,73.05,190.04,151.41,61.13,2324.0,291.35,4,3707.0,1
88,15,62.54,81.63,39.25,107.94,78.06,168.25,119.53,58.89,2566.0,278.67,4,3796.3,0
88,16,46.46,87.64,85.37,138.4,89.82,201.2,144.2,52.67,2156.0,282.48,4,3806.2,0
88,17,65.08,88.46,62.75,138.05,95.61,99.7,212.18,55.74,2492.0,299.95,6,4442.4,0
88,18,62.64,51.56,66.74,151.3,90.5,150.35,100.85,67.27,2428.0,267.04,5,3975.9,0
88,19,51.79,51.48,43.46,88.21,64.09,169.71,157.49,61.86,2389.0,258.86,4,3852.2,1
88,20,64.98,57.47,70.3,103.37,97.72,231.92,167.45,64.54,3004.0,271.94,4,1808.4,0
88,21,44.53,65.73,93.87,67.78,28.31,186.96,130.33,60.28,2673.0,294.02,5,3642.8,0
88,22,64.46,52.74,55.37,129.66,90.13,187.86,117.56,59.93,2743.0,290.27,10,2977.8,0
88,23,74.21,83.61,58.33,98.42,62.04,278.16,147.25,69.1,2608.0,300.48,8,3481.0,0
88,24,59.15,60.34,36.07,85.08,103.87,164.84,79.21,60.99,2705.0,277.01,8,3671.0,0
88,25,66.96,72.47,51.49,74.33,113.72,189.89,137.0,50.93,2186.0,263.88,7,3633.1,0
88,26,49.14,58.52,43.25,117.38,75.74,171.32,88.61,61.85,2487.0,263.97,6,4167.5,1
88,27,57.93,53.49,68.83,64.18,56.31,153.65,59.86,55.65,2458.0,338.29,7,4357.7,0
88,28,52.23,52.18,90.65,76.89,71.06,211.31,174.02,74.08,2906.0,269.31,8,3697.3,0
88,29,61.13,45.53,73.1,58.67,69.64,197.45,125.71,59.27,2284.0,288.44,4,3132.0,0
88,30,64.12,52.07,75.76,126.6,96.72,180.58,97.92,71.74,2573.0,289.61,9,2608.9,0
88,31,75.42,65.01,48.93,146.43,73.22,169.62,126.41,55.03,2623.0,254.61,5,3115.5,0
88,32,79.64,53.02,54.96,91.13,60.91,181.5,227.72,61.8,2276.0,280.35,6,2986.0,0
88,33,60.08,51.72,65.22,113.13,0.0,187.75,53.12,70.62,2035.0,267.51,6,2603.5,0
88,34,64.41,80.72,72.65,86.48,89.16,189.87,95.68,58.42,2747.0,301.13,4,3839.0,0
88,35,48.02,79.28,72.6,49.49,77.89,164.63,154.65,68.14,3143.0,309.61,4,2239.4,0
88,36,70.09,35.47,61.0,138.71,57.45,243.72,64.36,68.15,2134.0,279.89,4,2171.7,0
88,37,61.4,49.93,79.5,81.43,80.23,176.37,193.57,58.76,2047.0,267.65,8,4095.3,0
88,38,51.8,96.45,76.35,147.47,102.53,190.12,69.1,54.63,2743.0,265.82,5,3107.1,0
88,39,51.12,63.89,75.48,94.18,74.63,126.91,153.09,52.34,2507.0,285.19,4,3508.4,0
89,0,84.17,58.05,60.32,79.39,63.25,143.7,158.61,61.73,2468.0,325.96,11,4827.1,1
89,1,58.55,52.81,67.21,114.09,39.74,154.87,155.8,73.97,3035.0,286.66,10,3506.1,0
89,2,57.07,77.35,42.39,81.05,82.01,210.93,127.73,71.78,2270.0,306.49,4,3344.4,1
89,3,57.11,59.28,62.98,116.8,76.16,258.4,127.93,68.26,2410.0,265.31,9,3111.1,0
89,4,64.57,42.61,67.03,75.44,73.0,143.34,155.6,63.72,2688.0,303.92,4,2485.9,0
89,5,52.8,61.3,69.46,79.97,62.43,166.32,187.81,60.54,1677.0,317.17,9,987.3,1
89,6,82.16,54.77,79.77,69.82,95.15,168.0,89.58,59.55,1978.0,311.41,6,2079.5,0
89,7,74.47,75.53,55.89,129.85,71.71,197.29,178.09,66.16,1805.0,297.91,4,2821.8,0
89,8,74.3,59.68,61.68,41.06,129.08,144.64,101.25,70.97,2460.0,305.67,9,1434.1,0
89,9,96.96,35.56,83.46,60.0,72.12,109.73,180.03,65.83,2742.0,274.89,6,2827.7,0
89,10,75.33,53.26,55.94,49.05,62.36,148.66,127.2,69.63,1968.0,279.17,5,2224.2,0
89,11,75.79,60.57,71.93,80.55,43.21,137.71,122.27,66.22,1832.0,282.44,4,3598.5,0
89,12,65.58,54.95,81.13,98.91,72.38,134.76,91.8,72.95,2632.0,290.6,9,2143.2,1
89,13,73.32,57.25,94.36,83.6,99.3,159.91,130.31,64.6,2247.0,327.87,9,3023.4,1
89,14,64.28,70.19,87.87,76.6,98.02,118.74,145.34,68.12,3134.0,291.55,5,2506.3,0
89,15,52.88,71.29,71.77,118.58,91.64,45.08,113.02,80.87,2603.0,309.94,8,2494.8,1
89,16,96.15,72.41,57.82,79.02,72.48,69.19,195.37,66.62,2073.0,294.1,5,2640.4,0
89,17,78.13,81.09,77.0,82.96,92.63,151.63,179.53,75.71,2747.0,306.02,6,2662.2,1
89,18,76.24,73.16,72.03,89.56,52.35,121.81,92.94,60.49,2097.0,313.22,5,1843.5,1
89,19,58.65,62.99,64.7,83.48,77.83,158.39,125.5,63.22,2847.0,308.51,7,4001.5,0
89,20,43.57,59.12,77.19,133.48,58.8,216.93,46.52,68.97,2592.0,322.87,5,1494.8,0
89,21,82.67,58.83,64.02,62.14,102.22,150.83,50.55,65.16,2485.0,296.6,7,1890.9,0
89,22,71.52,60.16,66.23,102.92,50.13,214.39,163.93,77.94,2134.0,293.11,7,3926.5,0
89,23,76.87,95.32,78.87,74.49,51.91,156.98,177.97,66.97,1877.0,281.91,8,2736.8,1
89,24,60.97,100.0,65.22,53.89,50.34,65.27,124.1,69.62,2537.0,313.4,14,1927.6,1
89,25,76.72,80.02,73.38,98.38,46.9,115.32,136.76,75.3,2622.0,316.94,14,2983.0,1
89,26,64.08,70.26,100.0,115.92,58.33,178.14,144.77,84.77,2179.0,313.12,12,2056.4,0
89,27,83.56,54.79,74.56,100.98,100.34,147.52,223.33,78.9,2226.0,334.27,9,2284.6,1
89,28,84.47,97.56,84.25,79.45,82.02,160.45,150.59,78.91,2330.0,329.65,10,2814.0,0
89,29,98.06,76.51,68.58,90.41,44.13,159.39,200.88,74.73,1794.0,301.7,16,2858.6,1
89,30,89.22,87.63,76.67,25.01,36.4,194.19,101.31,74.55,2219.0,282.3,5,2933.0,0
89,31,74.72,95.09,76.08,67.16,68.53,202.28,128.82,69.69,2364.0,303.36,11,1548.9,1
89,32,68.56,91.74,85.62,71.0,68.6,172.99,137.45,75.85,1568.0,299.63,10,2380.9,0
89,33,78.4,100.0,49.18,103.18,74.48,145.33,122.58,83.62,2416.0,289.25,10,3280.2,1
89,34,92.5,100.0,81.97,61.37,71.43,182.16,124.49,74.74,2264.0,319.87,10,2553.6,1
89,35,94.28,79.75,64.37,89.33,82.82,59.85,106.11,75.18,2056.0,312.69,5,2470.1,1
89,36,90.82,64.67,74.58,62.78,29.01,150.25,143.11,75.68,2137.0,295.1,6,2001.9,1
89,37,73.64,55.16,84.51,31.82,56.11,179.16,125.32,74.65,2333.0,320.27,10,2854.4,1
89,38,66.39,68.1,60.59,87.76,60.32,142.22,107.77,69.94,2201.0,332.15,14,3333.5,1
89,39,75.21,52.6,100.0,117.23,68.1,132.8,122.71,80.59,2361.0,301.44,14,3209.4,1
90,0,52.7,17.08,51.01,129.34,89.66,144.7,195.95,41.87,2887.0,252.95,0,3474.2,0
90,1,65.5,55.73,67.02,128.32,49.06,191.76,180.48,55.19,2791.0,278.06,2,2920.0,0
90,2,35.79,45.47,58.61,98.52,88.92,191.06,126.74,53.52,2817.0,302.65,1,3543.0,0
90,3,46.13,58.23,55.35,95.84,107.09,111.05,154.21,60.11,3241.0,289.89,1,3260.4,0
90,4,40.4,20.14,70.82,133.63,77.18,216.98,207.39,37.62,3009.0,262.58,3,3973.0,0
90,5,55.7,16.35,52.4,81.36,87.86,120.56,124.95,61.15,3164.0,283.25,3,3344.6,0
90,6,59.83,54.64,47.61,136.14,95.04,213.82,133.05,53.35,2890.0,259.21,3,4111.9,0
90,7,54.15,39.73,31.3,60.17,109.11,144.7,137.69,56.96,2174.0,231.72,2,3302.0,0
90,8,36.02,23.71,31.61,136.14,117.99,218.63,218.89,59.62,2360.0,283.9,2,5172.9,0
90,9,37.41,96.2,54.01,101.59,82.31,191.3,178.86,67.77,2858.0,255.3,1,2310.3,0
90,10,77.27,58.75,49.76,121.26,154.74,196.37,133.97,52.36,3007.0,272.24,3,3975.4,0
90,11,39.1,75.34,40.65,81.28,86.16,241.45,224.35,55.8,3082.0,237.87,5,4586.9,0
90,12,24.43,28.59,64.25,75.12,67.26,150.47,204.54,51.91,3317.0,255.36,0,3919.2,0
90,13,30.12,40.18,45.75,106.89,76.9,206.4,155.46,42.28,2627.0,239.91,2,3574.4,1
90,14,34.18,33.61,73.68,95.15,73.14,165.9,246.79,64.25,2937.0,267.91,6,3253.3,0
90,15,46.22,31.62,35.08,87.63,55.89,234.24,152.5,47.39,2957.0,302.97,0,2743.0,0
90,16,27.03,53.23,65.66,97.48,63.82,284.34,120.32,47.5,2823.0,281.22,4,3241.9,0
90,17,57.5,83.4,55.35,127.29,37.84,190.9,168.92,58.13,2658.0,239.58,5,4913.8,0
90,18,41.16,54.36,69.25,112.38,87.15,254.44,177.98,45.68,2849.0,261.34,2,4115.0,0
90,19,49.51,46.08,48.63,139.67,62.07,167.44,137.22,51.36,3206.0,240.31,2,3494.4,0
90,20,50.59,43.78,79.61,87.66,87.49,173.32,223.71,49.08,2545.0,248.56,5,3681.0,0
90,21,55.0,51.06,87.19,123.64,86.41,153.49,227.55,46.0,2470.0,241.39,0,3682.4,0
90,22,55.71,29.23,43.98,115.2,67.66,133.75,108.22,51.76,2791.0,261.79,1,3647.5,0
