cpu_usage,memory_usage,disk_usage,disk_read_mbps,disk_write_mbps,network_in_mbps,network_out_mbps,temperature_c,fan_speed_rpm,power_watts,error_count,uptime_hours,disk_io_total,network_io_total,cpu_mem_pressure,temp_error_interaction,uptime_low,uptime_medium,uptime_high,uptime_very_high,temp_trend_slope,cpu_trend_slope,error_count_rolling_avg,temp_delta,error_delta
26.22,32.13,72.63,98.69,123.21,217.9,195.06,61.34,2467.0,261.81,4,3283.7,221.89999999999998,412.96000000000004,0.08424486,245.36,False,False,True,False,-0.05800000000000089,-2.8200000000000074,4.0,8.07,1.0
79.93,56.52,84.95,78.03,12.44,146.03,125.94,67.72,2684.0,296.4,6,2309.8,90.47,271.97,0.4517643600000001,406.32,False,True,False,False,0.001999999999992545,-0.4250000000000031,6.2,-6.820000000000007,0.0
47.98,59.92,62.08,150.43,57.05,179.97,195.94,53.35,2617.0,256.86,4,4419.7,207.48000000000002,375.90999999999997,0.28749616,213.4,False,False,True,False,1.0930000000000002,-5.334000000000013,2.8,4.640000000000001,1.0
66.68,71.84,82.39,81.51,49.43,111.3,109.03,61.3,2227.0,265.1,5,1914.2,130.94,220.32999999999998,0.4790291200000001,306.5,False,True,False,False,2.512999999999996,-3.886000000000002,6.2,-6.700000000000003,0.0
67.41,75.85,53.52,120.99,93.41,164.68,209.38,55.6,2361.0,266.63,3,3139.4,214.39999999999998,374.06,0.5113048499999999,166.8,False,False,True,False,0.2609999999999978,-1.2270000000000054,4.0,-9.089999999999996,1.0
51.08,61.41,53.61,104.34,58.12,78.53,166.62,57.66,3062.0,267.92,0,1977.6,162.46,245.15,0.31368228000000004,0.0,False,True,False,False,-0.4650000000000092,2.173999999999999,1.4,11.099999999999994,-4.0
47.24,55.86,52.48,70.04,65.98,156.0,101.78,52.24,3512.0,273.6,1,4291.4,136.02,257.78,0.26388264,52.24,False,False,True,False,-0.15999999999999784,-2.8549999999999955,3.3333333333333335,-5.039999999999999,-4.0
63.78,74.84,91.92,106.3,101.88,221.19,89.19,57.76,2698.0,294.14,10,1501.5,208.18,310.38,0.47732952000000006,577.6,False,True,False,False,-0.03800000000000069,0.5589999999999945,4.8,1.1499999999999986,6.0
38.34,7.66,60.47,73.23,128.07,159.29,176.46,50.68,3636.0,241.3,1,4167.3,201.3,335.75,0.029368440000000003,50.68,False,False,True,False,3.544999999999999,-6.602000000000008,0.6,0.8900000000000006,1.0
73.89,35.82,47.51,116.49,84.51,167.25,173.68,54.89,2215.0,249.89,2,4610.2,201.0,340.93,0.26467398000000003,109.78,False,False,True,False,0.03999999999999545,5.622999999999997,2.4,10.899999999999999,0.0
75.71,62.16,42.04,107.54,65.87,136.24,108.31,68.27,1950.0,267.78,5,3349.0,173.41000000000003,244.55,0.47061335999999987,341.34999999999997,False,False,True,False,0.9129999999999955,1.9579999999999862,5.2,11.61,0.0
49.5,48.49,72.91,77.71,88.66,155.71,136.17,63.61,2812.0,279.84,3,3771.6,166.37,291.88,0.2400255,190.82999999999998,False,False,True,False,0.9189999999999953,-4.608000000000009,3.6,7.100000000000001,-4.0
55.6,50.83,52.96,105.26,82.26,147.18,132.13,56.06,3076.0,238.61,2,3183.7,187.52,279.31,0.2826148,112.12,False,False,True,False,3.740999999999996,3.750999999999995,2.6,4.020000000000003,-1.0
63.48,68.4,53.59,68.82,36.83,146.49,112.42,77.73,2921.0,316.58,11,3022.8,105.64999999999999,258.91,0.43420319999999996,855.0300000000001,False,False,True,False,3.493999999999998,-5.568000000000007,6.6,19.89,5.0
56.08,38.9,69.58,73.8,122.23,189.56,169.01,46.89,2470.0,228.76,1,2928.6,196.03,358.57,0.2181512,46.89,False,True,False,False,-0.765000000000007,3.7159999999999966,1.6,1.9600000000000009,-1.0
44.23,41.28,72.48,132.99,122.54,216.34,163.13,34.94,3327.0,254.74,0,5059.1,255.53000000000003,379.47,0.18258143999999998,0.0,False,False,False,True,-3.789000000000004,-1.0350000000000068,1.4,-12.61,-4.0
56.82,33.27,49.74,100.96,70.58,136.14,140.48,60.93,2841.0,287.3,4,1512.4,171.54,276.62,0.18904014000000005,243.72,False,True,False,False,2.739999999999996,-0.9130000000000057,4.4,6.130000000000003,1.0
44.72,24.08,53.98,118.85,103.22,203.7,181.24,42.68,3652.0,267.31,0,4282.6,222.07,384.94,0.10768575999999999,0.0,False,False,True,False,-0.19500000000000295,1.3129999999999944,1.2,-16.259999999999998,-1.0
62.05,48.16,73.21,168.04,84.16,180.11,123.73,48.11,2379.0,249.76,4,2577.7,252.2,303.84000000000003,0.29883279999999995,192.44,False,True,False,False,0.0,0.0,4.0,0.0,0.0
57.24,72.2,69.55,149.05,66.65,176.12,84.7,63.21,2429.0,309.06,6,3686.7,215.70000000000002,260.82,0.4132728,379.26,False,False,True,False,-2.0790000000000113,-1.3320000000000016,6.6,-2.8200000000000003,1.0
67.62,54.52,55.39,93.0,98.68,176.91,151.25,65.61,2918.0,253.1,1,3386.6,191.68,328.15999999999997,0.36866424000000003,65.61,False,False,True,False,3.4079999999999915,6.257999999999999,3.0,12.32,-3.0
45.13,34.83,34.85,122.85,114.54,225.43,159.07,52.2,2294.0,251.21,3,3293.0,237.39,384.5,0.15718779000000002,156.60000000000002,False,False,True,False,-1.1000000000000003,4.555000000000001,2.0,21.370000000000005,0.0
47.71,43.19,69.64,137.52,121.01,182.9,277.85,65.12,2456.0,228.51,2,4708.9,258.53000000000003,460.75,0.20605948999999998,130.24,False,False,True,False,4.481999999999994,-0.3300000000000008,2.2,0.6300000000000097,-1.0
40.79,37.36,52.37,86.21,120.87,77.62,149.43,58.84,2721.0,285.36,3,3974.1,207.07999999999998,227.05,0.15239144,176.52,False,False,True,False,1.1249999999999987,2.69,2.6,0.7700000000000031,0.0
49.16,25.26,36.92,172.18,124.36,266.53,213.27,47.01,3280.0,252.22,0,4538.8,296.54,479.79999999999995,0.12417816,0.0,False,False,True,False,0.33099999999999313,-4.295000000000006,1.0,-3.990000000000002,-3.0
59.37,60.39,31.1,113.04,86.27,117.07,238.39,58.96,2616.0,256.98,6,4707.9,199.31,355.46,0.35853543,353.76,False,False,True,False,-3.0910000000000006,0.5319999999999953,2.6,6.759999999999998,3.0
74.69,55.95,53.04,114.84,60.79,214.15,140.01,52.23,3017.0,287.65,4,3019.4,175.63,354.15999999999997,0.41789055,208.92,False,False,True,False,-3.044000000000003,0.26799999999999496,4.2,1.7199999999999989,-2.0
52.42,60.71,45.44,104.64,76.09,246.53,222.31,43.98,2962.0,282.41,2,3351.2,180.73000000000002,468.84000000000003,0.31824182,87.96,False,False,True,False,0.1029999999999963,0.17699999999999447,1.8,-18.730000000000004,0.0
63.17,8.13,71.8,119.66,123.89,250.81,97.76,54.0,2910.0,277.18,7,3870.1,243.55,348.57,0.05135721000000001,378.0,False,False,True,False,-1.000000000000003,-1.2150000000000063,2.8,3.9399999999999977,5.0
33.66,48.72,35.52,91.06,122.17,186.13,93.38,41.23,3238.0,272.62,3,4141.0,213.23000000000002,279.51,0.16399151999999997,123.69,False,False,True,False,-1.7080000000000022,-7.035000000000003,2.4,-3.760000000000005,-2.0
53.39,42.27,45.82,91.22,103.43,210.64,174.85,54.54,2550.0,254.3,1,4520.5,194.65,385.49,0.22567953000000002,54.54,False,False,True,False,-2.1050000000000053,0.17100000000000054,4.2,1.519999999999996,-5.0
34.33,23.47,69.52,89.22,108.11,209.41,163.58,55.97,2918.0,214.44,3,4609.9,197.32999999999998,372.99,0.08057251,167.91,False,False,True,False,2.842999999999999,-4.471000000000004,2.4,6.689999999999998,0.0
49.73,59.74,39.03,128.41,30.36,164.9,199.32,46.31,3213.0,211.71,2,4254.2,158.76999999999998,364.22,0.29708702,92.62,False,False,True,False,-0.3440000000000054,-3.027000000000005,2.2,-1.1799999999999997,-1.0
64.87,34.17,53.01,136.09,59.99,170.95,170.34,62.79,2754.0,258.46,7,3357.3,196.08,341.28999999999996,0.22166079000000002,439.53,False,False,True,False,-0.5810000000000021,-0.5000000000000039,5.2,8.89,3.0
82.67,45.93,49.88,104.67,120.88,123.19,152.96,59.44,2202.0,297.56,6,2180.3,225.55,276.15,0.37970330999999996,356.64,False,True,False,False,-3.072000000000006,3.0619999999999923,6.6,-4.590000000000003,-1.0
41.64,35.53,76.18,142.07,127.19,230.01,127.92,43.81,2122.0,256.11,0,3890.0,269.26,357.93,0.14794692,0.0,False,False,True,False,-7.930000000000008,8.669999999999995,0.5,-7.93,-1.0
77.28,45.25,67.27,124.7,78.44,204.92,162.9,45.79,2909.0,265.26,2,2987.3,203.14,367.82,0.349692,91.58,False,True,False,False,0.9339999999999989,8.443999999999996,1.6,-2.5500000000000043,1.0
32.38,45.41,23.84,171.59,71.42,205.03,193.99,54.15,3045.0,255.36,2,3058.5,243.01,399.02,0.14703758,108.3,False,False,True,False,-0.9500000000000076,1.9389999999999983,3.2,0.14999999999999858,-2.0
51.62,58.25,72.87,107.68,112.87,211.38,150.73,42.0,3261.0,259.09,0,3428.3,220.55,362.11,0.3006865,0.0,False,False,True,False,-0.9880000000000047,-1.0610000000000055,2.0,0.7700000000000031,-3.0
31.6,69.69,49.23,170.76,121.07,177.2,130.97,50.92,3278.0,226.18,1,2660.4,291.83,308.16999999999996,0.22022039999999998,50.92,False,True,False,False,2.855000000000003,-13.324999999999992,3.3333333333333335,14.07,-2.0
50.67,31.68,65.6,107.4,58.94,234.99,157.83,44.7,2864.0,266.64,1,3039.2,166.34,392.82000000000005,0.16052256,44.7,False,False,True,False,-3.234000000000006,0.025999999999993043,1.5,-0.17999999999999972,-1.0
72.03,51.29,49.5,101.31,112.81,163.34,128.8,62.39,2823.0,268.43,6,2291.3,214.12,292.14,0.36944187000000006,374.34000000000003,False,True,False,False,12.48999999999999,13.259999999999984,4.5,12.490000000000002,3.0
67.56,51.77,49.07,110.36,108.25,124.59,178.99,56.0,2577.0,239.4,3,1870.6,218.61,303.58000000000004,0.34975812,168.0,False,True,False,False,-1.3540000000000072,4.537999999999997,3.2,8.61,3.0
19.27,40.46,47.87,62.4,88.43,203.49,226.14,42.37,3272.0,273.64,4,3713.1,150.83,429.63,0.07796642,169.48,False,False,True,False,0.9799999999999964,-7.353000000000006,1.6,-9.04,0.0
62.5,39.25,93.44,93.51,89.07,210.49,100.57,50.83,2660.0,260.18,6,2686.2,182.57999999999998,311.06,0.24531250000000002,304.98,False,True,False,False,-4.244,5.602999999999999,4.0,-10.61,4.0
50.83,73.77,65.11,98.12,109.33,168.54,121.02,57.06,2827.0,271.38,5,2387.0,207.45,289.56,0.37497290999999994,285.3,False,True,False,False,1.6709999999999947,0.1939999999999968,2.6,-4.919999999999995,4.0
55.21,57.51,59.77,73.65,63.58,164.96,173.05,62.45,2512.0,291.29,4,2901.9,137.23000000000002,338.01,0.31751271,249.8,False,True,False,False,0.35399999999999354,4.301999999999996,4.2,-5.25,2.0
46.98,43.39,54.98,71.04,49.6,227.37,152.12,59.58,2450.0,297.01,8,3488.1,120.64000000000001,379.49,0.20384622,476.64,False,False,True,False,-1.4270000000000063,-4.991000000000008,4.6,5.369999999999997,5.0
60.79,49.99,63.04,130.26,143.08,194.4,147.11,61.6,2864.0,236.27,4,5478.3,273.34000000000003,341.51,0.30388921,246.4,False,False,False,True,1.3459999999999919,2.680999999999993,4.4,13.620000000000005,1.0
57.73,43.14,62.33,101.27,37.41,244.26,262.57,45.58,3085.0,238.97,3,3472.8,138.68,506.83,0.24904721999999996,136.74,False,False,True,False,1.014999999999999,-1.540000000000006,2.2,3.009999999999998,1.0
68.99,59.97,70.2,77.55,111.67,176.94,190.56,63.01,2193.0,277.1,6,2481.0,189.22,367.5,0.41373303,378.06,False,True,False,False,2.916999999999994,1.9099999999999893,4.2,-1.3000000000000043,5.0
60.25,26.79,66.04,77.31,74.59,271.25,156.16,49.7,3102.0,249.32,2,2293.8,151.9,427.40999999999997,0.16140975,99.4,False,True,False,False,-1.973000000000005,2.9579999999999957,2.0,-7.699999999999996,-1.0
40.81,66.09,58.4,101.56,73.95,167.28,134.96,62.23,2776.0,261.21,4,3582.6,175.51,302.24,0.26971329000000005,248.92,False,False,True,False,-2.252000000000006,-3.781000000000005,3.4,14.349999999999994,0.0
51.87,56.56,58.39,86.07,69.56,111.61,160.13,59.13,2556.0,296.45,4,3283.9,155.63,271.74,0.29337672,236.52,False,False,True,False,2.3749999999999956,1.8550000000000015,4.4,10.240000000000002,-4.0
54.46,30.8,68.01,59.21,44.14,180.67,158.55,55.3,2574.0,305.05,4,3920.1,103.35,339.22,0.1677368,221.2,False,False,True,False,-1.307000000000004,4.728999999999997,2.2,13.099999999999994,4.0
52.22,75.75,56.93,131.0,89.26,149.92,187.39,42.52,3127.0,236.31,0,2908.9,220.26,337.30999999999995,0.3955665,0.0,False,True,False,False,0.0,0.0,0.0,0.0,0.0
72.67,39.95,52.07,47.97,104.93,213.88,170.25,56.64,3026.0,238.13,8,3115.8,152.9,384.13,0.29031665,453.12,False,False,True,False,0.9799999999999964,7.565999999999995,3.0,0.46000000000000085,4.0
38.4,58.45,82.65,67.54,87.59,228.44,147.67,57.96,2613.0,255.23,2,4554.3,155.13,376.11,0.224448,115.92,False,False,True,False,2.6779999999999946,-2.2920000000000074,4.4,5.57,-4.0
64.47,58.41,52.68,97.57,128.17,135.65,158.51,56.71,2929.0,252.08,4,3631.8,225.73999999999998,294.15999999999997,0.37656926999999996,226.84,False,False,True,False,-2.244000000000004,-3.0080000000000098,3.6,-2.6300000000000026,2.0
61.36,94.34,87.22,145.91,90.3,109.32,149.76,85.62,2180.0,297.65,13,2764.5,236.20999999999998,259.08,0.5788702400000001,1113.06,False,True,False,False,4.1619999999999955,-8.754000000000014,11.8,1.1600000000000108,1.0
59.12,50.05,50.31,134.31,105.75,120.17,166.85,55.69,2938.0,270.31,2,5602.6,240.06,287.02,0.2958955999999999,111.38,False,False,False,True,-0.2380000000000081,3.658999999999999,2.8,8.089999999999996,-1.0
51.81,67.47,70.08,95.93,88.26,204.57,151.46,61.25,2479.0,270.45,3,4296.5,184.19,356.03,0.34956207,183.75,False,False,True,False,9.909999999999986,-7.960000000000015,3.0,9.909999999999997,0.0
82.71,66.81,93.14,90.63,101.27,143.95,153.57,59.89,2209.0,286.49,11,2784.8,191.89999999999998,297.52,0.55258551,658.79,False,True,False,False,3.1459999999999964,4.533999999999994,8.8,-13.480000000000004,2.0
54.24,73.27,51.19,60.3,61.78,179.01,106.85,64.58,2443.0,307.43,4,3050.4,122.08,285.86,0.39741647999999996,258.32,False,False,True,False,0.36799999999999966,-8.864000000000006,4.6,1.3099999999999952,1.0
62.43,61.29,61.81,90.95,90.33,226.68,197.4,47.77,2706.0,313.64,4,3537.1,181.28,424.08000000000004,0.38263347,191.08,False,False,True,False,-1.7280000000000113,-1.7380000000000084,2.6,-5.189999999999998,1.0
57.73,62.33,79.22,90.03,68.81,235.82,123.8,53.62,3014.0,257.87,3,4824.8,158.84,359.62,0.3598310899999999,160.85999999999999,False,False,True,False,-0.5740000000000074,-1.7270000000000156,4.6,-13.68,-2.0
54.84,41.28,59.16,143.88,27.34,180.34,132.98,45.04,2674.0,223.24,9,5186.4,171.22,313.32,0.22637952,405.36,False,False,False,True,3.381999999999997,3.9149999999999965,4.2,-19.29,7.0
52.62,72.8,65.4,63.84,47.29,246.86,158.63,52.95,2602.0,244.13,5,4090.7,111.13,405.49,0.3830736,264.75,False,False,True,False,-2.25100000000001,3.13799999999999,5.6,0.47000000000000597,-8.0
55.64,76.2,48.19,81.71,100.49,177.87,173.16,55.27,2396.0,222.65,5,4127.1,182.2,351.03,0.4239768,276.35,False,False,True,False,0.713999999999999,3.485999999999995,3.4,-7.159999999999997,1.0
57.64,61.63,64.27,46.18,127.72,154.59,181.83,53.23,2824.0,242.17,1,4303.8,173.9,336.42,0.3552353200000001,53.23,False,False,True,False,1.9039999999999964,-1.060000000000006,1.0,0.05999999999999517,0.0
88.44,59.9,86.45,74.06,70.45,216.95,113.38,77.0,2432.0,298.99,6,3143.0,144.51,330.33,0.5297556,462.0,False,False,True,False,-0.04500000000000572,2.096999999999991,6.2,13.29,-3.0
58.92,73.05,45.87,62.33,83.23,109.12,193.68,67.85,2137.0,284.14,8,3182.9,145.56,302.8,0.4304106,542.8,False,False,True,False,-1.5160000000000082,-5.813000000000011,7.0,-8.400000000000006,1.0
48.02,33.55,70.6,161.36,50.07,188.31,222.18,49.37,2632.0,245.44,0,2647.9,211.43,410.49,0.16110709999999998,0.0,False,True,False,False,2.7520000000000007,1.143999999999998,1.0,0.6699999999999946,-1.0
57.79,50.06,71.43,110.42,89.46,184.58,120.63,43.92,2468.0,247.92,4,3539.1,199.88,305.21000000000004,0.28929674,175.68,False,False,True,False,-1.831000000000003,-3.2440000000000055,3.4,-0.8999999999999986,0.0
65.59,72.78,76.89,94.1,92.89,148.36,92.11,62.31,2582.0,275.46,6,4019.1,186.99,240.47000000000003,0.47736402000000006,373.86,False,False,True,False,-0.5410000000000088,5.687999999999997,5.4,-6.3999999999999915,-2.0
60.38,48.15,65.51,144.6,71.02,166.26,247.92,56.43,2907.0,233.98,6,2791.3,215.62,414.17999999999995,0.2907297,338.58,False,True,False,False,-0.1349999999999991,2.402999999999995,3.8,9.130000000000003,-1.0
39.38,32.35,90.22,94.54,45.91,138.33,89.41,62.14,2785.0,243.67,4,2696.4,140.45,227.74,0.12739430000000002,248.56,False,True,False,False,-0.28200000000001285,-3.6460000000000004,2.2,14.910000000000004,3.0
48.0,75.47,100.0,109.48,110.83,170.17,143.64,69.57,2161.0,275.3,11,2219.0,220.31,313.80999999999995,0.362256,765.27,False,True,False,False,-3.108000000000002,-7.508000000000007,8.4,12.579999999999991,-1.0
55.76,46.43,45.14,63.17,75.87,159.07,150.3,51.5,3268.0,260.72,2,5024.1,139.04000000000002,309.37,0.25889368,103.0,False,False,False,True,0.0,0.0,2.0,0.0,0.0
71.5,81.03,81.28,83.19,66.63,164.81,146.19,64.43,2749.0,299.31,2,1812.2,149.82,311.0,0.5793645,128.86,False,True,False,False,0.09499999999999902,2.825999999999993,5.4,-7.709999999999994,-6.0
60.44,52.4,73.02,122.8,21.1,193.54,176.02,69.98,2827.0,282.47,2,2791.5,143.9,369.56,0.3167056,139.96,False,True,False,False,3.2059999999999973,3.313999999999992,4.0,16.03,-4.0
34.68,62.39,72.64,103.05,130.94,205.88,148.69,52.42,2720.0,251.1,2,4635.7,233.99,354.57,0.21636852,104.84,False,False,True,False,0.4979999999999991,2.216999999999996,1.6,4.420000000000002,1.0
48.69,84.39,68.1,108.48,98.59,169.73,148.59,65.46,2899.0,302.51,6,3168.7,207.07,318.32,0.41089491,392.76,False,False,True,False,-0.016000000000009746,-10.294000000000011,7.0,1.4699999999999918,1.0
62.03,23.43,65.51,110.39,107.59,220.18,184.76,60.01,2460.0,291.57,6,1978.9,217.98000000000002,404.94,0.14533629,360.06,False,True,False,False,-1.4249999999999978,-3.3570000000000015,3.8,9.25,3.0
62.56,44.77,62.26,92.07,106.1,166.33,104.36,57.54,2541.0,237.59,5,2898.7,198.17,270.69,0.2800811200000001,287.7,False,True,False,False,2.8960000000000026,3.59,3.4,-12.770000000000003,4.0
46.95,33.84,53.4,139.2,62.53,262.38,97.72,46.22,2496.0,261.1,3,3639.5,201.73,360.1,0.15887880000000001,138.66,False,False,True,False,0.3019999999999936,1.1949999999999952,1.4,-5.810000000000002,2.0
52.25,51.47,74.94,71.07,81.08,204.39,142.57,55.69,2674.0,299.29,3,2940.9,152.14999999999998,346.96,0.26893074999999994,167.07,False,True,False,False,2.2609999999999966,-4.072,2.4,-2.230000000000004,1.0
44.13,33.59,49.11,159.55,119.65,137.8,197.95,46.28,2453.0,246.79,1,2908.7,279.20000000000005,335.75,0.14823267,46.28,False,True,False,False,-2.064000000000007,0.5359999999999963,0.8,7.700000000000003,1.0
69.66,70.69,43.61,95.52,93.04,162.08,192.46,73.6,2271.0,302.15,4,3463.4,188.56,354.54,0.49242653999999997,294.4,False,False,True,False,2.364999999999988,0.01999999999999611,6.8,11.719999999999992,-4.0
51.33,45.27,64.88,72.06,44.11,169.0,144.91,51.04,2799.0,288.52,4,2738.8,116.17,313.90999999999997,0.23237091,204.16,False,True,False,False,1.1499999999999995,-5.504000000000004,4.2,-15.339999999999996,2.0
48.78,50.14,62.38,141.19,99.01,190.97,201.89,48.38,3013.0,270.01,1,3173.5,240.2,392.86,0.24458291999999998,48.38,False,False,True,False,0.5459999999999977,2.4119999999999955,0.8,-5.409999999999997,1.0
81.69,69.6,57.75,122.96,97.71,197.88,182.97,70.04,2605.0,312.95,10,3680.3,220.67,380.85,0.5685623999999999,700.4000000000001,False,False,True,False,1.470999999999994,-0.7050000000000083,6.6,6.680000000000007,5.0
51.13,36.35,66.03,94.69,72.74,203.52,110.81,50.15,2519.0,271.82,5,3440.0,167.43,314.33000000000004,0.18585754999999998,250.75,False,False,True,False,-0.010000000000003069,-8.666000000000011,3.0,-8.0,1.0
62.69,46.4,57.56,103.48,96.82,280.93,212.39,60.51,2480.0,260.33,3,4372.0,200.3,493.32,0.29088159999999996,181.53,False,False,True,False,2.504999999999996,-1.8740000000000039,2.4,4.6299999999999955,0.0
76.46,50.56,40.51,93.76,68.3,188.0,175.6,58.55,2850.0,257.9,6,3810.6,162.06,363.6,0.38658176,351.29999999999995,False,False,True,False,-2.353000000000008,6.509999999999996,5.8,0.6999999999999957,-1.0
45.7,38.58,60.95,132.35,188.81,172.67,221.63,59.43,2706.0,231.24,3,3898.7,321.15999999999997,394.29999999999995,0.17631059999999998,178.29,False,False,True,False,2.0069999999999992,-1.9139999999999977,3.8,5.589999999999996,-2.0
50.17,43.19,56.09,64.97,100.56,176.2,135.09,46.06,2708.0,212.21,2,2333.2,165.53,311.28999999999996,0.21668422999999998,92.12,False,True,False,False,0.7209999999999991,1.1550000000000002,2.2,6.539999999999999,1.0
53.81,43.04,71.41,167.15,98.65,167.96,184.31,46.58,2796.0,313.15,4,2635.7,265.8,352.27,0.23159824,186.32,False,True,False,False,-0.794000000000009,2.8599999999999968,3.8,-12.480000000000004,3.0
68.73,66.61,83.53,116.22,41.0,184.98,133.11,70.51,2761.0,284.64,9,3047.9,157.22,318.09000000000003,0.45781053000000005,634.59,False,False,True,False,1.6129999999999896,-3.2870000000000013,6.2,-3.569999999999993,4.0
40.28,47.01,66.41,132.14,129.67,207.84,168.36,51.77,3231.0,242.58,3,2887.8,261.80999999999995,376.20000000000005,0.18935628,155.31,False,True,False,False,-3.0360000000000054,1.307999999999997,1.0,7.700000000000003,1.0
47.34,32.05,56.54,99.72,69.69,253.69,170.35,44.83,3238.0,264.56,1,4169.2,169.41,424.03999999999996,0.1517247,44.83,False,False,True,False,-0.1860000000000043,-0.09400000000000279,2.4,-11.25,-3.0
58.69,41.18,84.91,119.03,68.7,219.82,146.2,53.51,2947.0,225.04,4,4162.3,187.73000000000002,366.02,0.24168541999999998,214.04,False,False,True,False,-3.016000000000006,3.6239999999999957,4.2,3.309999999999995,1.0
41.61,35.3,36.0,77.16,147.02,117.63,205.23,49.93,3307.0,284.79,4,3045.6,224.18,322.86,0.1468833,199.72,False,False,True,False,1.752999999999997,1.4679999999999942,3.2,-2.6799999999999997,3.0
33.03,47.72,45.34,134.41,68.42,230.58,108.98,55.17,2797.0,285.13,2,2452.1,202.82999999999998,339.56,0.15761916000000004,110.34,False,True,False,False,2.631999999999999,-5.832000000000007,2.4,1.0700000000000003,0.0
65.29,47.4,50.92,116.32,108.12,79.66,188.01,57.7,2500.0,295.7,3,3315.7,224.44,267.66999999999996,0.3094746,173.10000000000002,False,False,True,False,1.5429999999999944,-0.6509999999999995,4.0,4.660000000000004,-2.0
63.38,61.92,69.59,131.58,111.24,161.9,150.55,58.3,3079.0,265.17,3,4422.1,242.82,312.45000000000005,0.39244896,174.89999999999998,False,False,True,False,0.5809999999999965,4.032999999999997,3.2,16.61,0.0
35.83,92.14,63.28,103.04,95.35,174.04,153.53,48.21,2751.0,267.99,1,4322.6,198.39,327.57,0.33013762,48.21,False,False,True,False,-1.9440000000000015,-3.5950000000000055,2.4,5.469999999999999,0.0
25.35,36.98,18.64,128.9,117.66,217.23,145.26,49.8,2499.0,267.78,2,3004.3,246.56,362.49,0.09374429999999999,99.6,False,False,True,False,2.265999999999994,-7.834000000000004,1.4,7.539999999999999,2.0
43.47,48.41,50.29,95.92,90.61,220.69,103.52,46.22,2706.0,247.37,2,3757.6,186.53,324.21,0.21043826999999998,92.44,False,False,True,False,1.0409999999999966,-0.710000000000006,2.0,-8.579999999999998,1.0
46.31,62.57,48.2,182.35,92.12,154.75,239.46,58.02,2662.0,238.49,1,3245.3,274.47,394.21000000000004,0.28976167,58.02,False,False,True,False,2.107999999999999,6.592,1.0,14.280000000000001,-1.0
87.62,44.86,56.01,131.91,132.04,226.0,82.08,56.18,3564.0,278.05,1,2585.5,263.95,308.08,0.39306332000000005,56.18,False,True,False,False,-1.5870000000000035,6.489999999999995,1.8,10.329999999999998,-1.0
60.76,39.9,46.74,107.46,67.82,179.59,136.54,58.76,2512.0,314.06,4,3557.8,175.27999999999997,316.13,0.2424324,235.04,False,False,True,False,1.8719999999999961,4.401999999999997,2.6,4.549999999999997,0.0
59.12,79.87,58.28,107.55,58.83,115.51,156.51,69.71,2392.0,297.58,8,1942.3,166.38,272.02,0.47219144,557.68,False,True,False,False,2.0349999999999953,1.8319999999999952,6.6,-11.280000000000001,-1.0
50.69,60.02,62.56,151.13,105.63,164.29,209.36,36.4,3297.0,246.43,2,4230.5,256.76,373.65,0.30424138000000006,72.8,False,False,True,False,-2.163000000000014,-2.460000000000006,2.0,-16.340000000000003,1.0
58.34,39.41,68.08,121.57,88.24,167.72,172.9,57.07,3385.0,286.33,4,2754.2,209.81,340.62,0.22991794,228.28,False,True,False,False,4.650999999999989,-2.6330000000000116,4.5,-4.380000000000003,0.0
47.77,47.92,53.03,126.31,104.66,120.33,198.87,49.37,2935.0,236.42,2,3809.6,230.97,319.2,0.22891384,98.74,False,False,True,False,0.0,0.0,2.0,0.0,0.0
42.49,48.7,61.36,168.56,119.2,218.3,279.05,39.43,2885.0,255.23,4,3197.8,287.76,497.35,0.2069263,157.72,False,False,True,False,-4.061000000000008,-2.805000000000006,2.6,-14.649999999999999,-1.0
40.92,46.08,34.48,67.63,147.21,170.57,171.15,44.85,3105.0,289.93,3,3673.5,214.84,341.72,0.18855936,134.55,False,False,True,False,-0.5240000000000026,-0.007000000000004856,1.6,1.9500000000000028,3.0
57.78,52.7,25.94,100.69,122.19,260.73,204.34,45.48,2633.0,267.05,5,3864.8,222.88,465.07000000000005,0.3045006,227.39999999999998,False,False,True,False,-1.2530000000000034,0.782999999999991,2.0,5.369999999999997,4.0
48.82,34.7,76.7,139.53,90.19,139.86,148.64,54.57,2625.0,291.32,6,3059.6,229.72,288.5,0.1694054,327.42,False,False,True,False,-2.393000000000001,-1.5260000000000022,4.0,3.229999999999997,3.0
71.71,62.5,70.47,73.96,107.46,199.39,140.18,68.86,2171.0,268.82,3,3262.0,181.42,339.57,0.44818749999999996,206.57999999999998,False,False,True,False,-0.9820000000000036,2.1929999999999916,4.8,2.489999999999995,-4.0
49.14,64.36,62.37,104.15,133.19,253.06,224.45,52.1,1785.0,256.12,3,2559.8,237.34,477.51,0.31626504,156.3,False,True,False,False,-0.9190000000000055,3.8320000000000003,2.8,4.5,-1.0
55.53,24.64,42.36,99.02,95.2,208.8,195.63,47.44,2535.0,269.51,0,4805.5,194.22,404.43,0.13682592000000002,0.0,False,False,True,False,-1.093000000000003,1.7049999999999956,1.0,-0.6099999999999994,0.0
